id,timestamp,value,sensor_type,location
376,2025-08-04T08:03:40.920034,35.71,temperature,Building 4-Floor 1
377,2025-07-30T05:52:40.920039,988.31,pressure,Building 10-Floor 1
378,2025-07-31T05:20:40.920043,23.61,temperature,Building 19-Floor 2
379,2025-07-29T01:11:40.920048,37.36,temperature,Building 10-Floor 5
380,2025-07-28T23:13:40.920052,78.13,humidity,Building 10-Floor 4
381,2025-08-03T21:41:40.920057,88.58,humidity,Building 10-Floor 4
382,2025-07-31T17:29:40.920061,98.16,humidity,Building 18-Floor 2
383,2025-07-28T21:38:40.920065,980.64,pressure,Building 9-Floor 3
384,2025-08-02T08:34:40.920070,996.73,pressure,Building 12-Floor 3
385,2025-07-29T19:17:40.920075,1044.05,pressure,Building 18-Floor 1
386,2025-07-29T11:27:40.920079,1014.98,pressure,Building 2-Floor 5
387,2025-07-29T08:50:40.920084,23.2,temperature,Building 9-Floor 5
388,2025-07-29T21:47:40.920089,82.05,humidity,Building 13-Floor 3
389,2025-07-30T06:22:40.920094,8.93,humidity,Building 15-Floor 3
390,2025-08-01T22:23:40.920098,80.17,humidity,Building 18-Floor 4
391,2025-07-29T03:20:40.920103,30.88,temperature,Building 19-Floor 5
392,2025-07-29T15:14:40.920107,1023.45,pressure,Building 15-Floor 1
393,2025-08-04T15:14:40.920112,62.73,humidity,Building 16-Floor 5
394,2025-08-01T06:05:40.920116,89.89,humidity,Building 18-Floor 3
395,2025-07-31T03:29:40.920121,14.87,temperature,Building 13-Floor 3
396,2025-07-30T11:56:40.920125,22.56,humidity,Building 19-Floor 5
397,2025-07-30T17:10:40.920130,33.83,temperature,Building 10-Floor 4
398,2025-07-28T19:44:40.920134,19.31,humidity,Building 12-Floor 5
399,2025-08-02T21:53:40.920139,972.97,pressure,Building 10-Floor 1
400,2025-07-29T09:57:40.920143,979.85,pressure,Building 8-Floor 2
401,2025-07-31T12:55:40.920148,1054.87,pressure,Building 3-Floor 1
402,2025-07-31T07:38:40.920152,37.76,temperature,Building 18-Floor 5
403,2025-07-29T11:56:40.920157,95.02,humidity,Building 11-Floor 2
404,2025-07-30T22:50:40.920162,23.14,humidity,Building 3-Floor 4
405,2025-07-31T17:57:40.920166,24.77,temperature,Building 15-Floor 1
406,2025-08-02T22:53:40.920171,97.86,humidity,Building 18-Floor 1
407,2025-07-31T02:29:40.920175,27.37,temperature,Building 10-Floor 1
408,2025-08-01T10:33:40.920180,91.47,humidity,Building 18-Floor 3
409,2025-08-02T16:47:40.920184,914.19,pressure,Building 12-Floor 3
410,2025-08-01T17:22:40.920189,10.02,temperature,Building 11-Floor 4
411,2025-08-02T14:15:40.920193,32.02,temperature,Building 17-Floor 3
412,2025-07-30T12:09:40.920197,999.72,pressure,Building 10-Floor 5
413,2025-07-29T09:47:40.920202,80.13,humidity,Building 2-Floor 1
414,2025-08-02T15:58:40.920206,970.98,pressure,Building 15-Floor 1
415,2025-07-31T00:10:40.920211,963.22,pressure,Building 9-Floor 2
416,2025-07-29T07:56:40.920216,1013.56,pressure,Building 1-Floor 4
417,2025-08-01T02:39:40.920220,31.69,temperature,Building 1-Floor 5
418,2025-08-02T11:42:40.920225,900.07,pressure,Building 5-Floor 3
419,2025-08-01T04:19:40.920229,11.66,temperature,Building 8-Floor 1
420,2025-07-31T10:25:40.920234,918.17,pressure,Building 5-Floor 4
421,2025-07-29T04:39:40.920238,17.57,temperature,Building 17-Floor 4
422,2025-08-04T04:56:40.920243,1034.22,pressure,Building 13-Floor 2
423,2025-08-04T18:23:40.920247,1021.47,pressure,Building 2-Floor 1
424,2025-08-04T14:33:40.920252,1015.31,pressure,Building 17-Floor 5
425,2025-08-01T22:26:40.920257,1000.7,pressure,Building 16-Floor 4
426,2025-07-30T21:10:40.920261,998.18,pressure,Building 14-Floor 2
427,2025-08-02T17:22:40.920266,12.46,temperature,Building 7-Floor 2
428,2025-07-30T14:21:40.920270,4.74,humidity,Building 17-Floor 3
429,2025-08-04T00:25:40.920275,37.96,temperature,Building 6-Floor 1
430,2025-08-01T04:15:40.920279,1059.94,pressure,Building 9-Floor 3
431,2025-07-31T03:39:40.920284,94.94,humidity,Building 16-Floor 4
432,2025-08-01T20:03:40.920288,10.46,temperature,Building 10-Floor 5
433,2025-07-30T07:37:40.920293,50.25,humidity,Building 5-Floor 5
434,2025-08-03T18:25:40.920297,19.49,temperature,Building 11-Floor 1
435,2025-07-31T01:41:40.920302,11.77,temperature,Building 1-Floor 4
436,2025-08-04T14:55:40.920306,66.87,humidity,Building 10-Floor 2
437,2025-07-28T22:37:40.920311,1082.23,pressure,Building 14-Floor 2
438,2025-08-04T09:57:40.920315,914.84,pressure,Building 5-Floor 5
439,2025-07-31T22:31:40.920320,23.62,temperature,Building 15-Floor 2
440,2025-07-30T14:31:40.920324,21.24,temperature,Building 10-Floor 3
441,2025-08-01T19:36:40.920329,29.24,humidity,Building 4-Floor 4
442,2025-08-02T16:06:40.920334,3.7,humidity,Building 18-Floor 3
443,2025-08-02T04:33:40.920338,917.91,pressure,Building 18-Floor 3
444,2025-08-03T10:24:40.920343,37.71,temperature,Building 12-Floor 1
445,2025-08-02T20:23:40.920347,5.59,humidity,Building 12-Floor 3
446,2025-07-30T19:01:40.920352,39.38,temperature,Building 20-Floor 2
447,2025-08-04T00:56:40.920356,99.75,humidity,Building 8-Floor 5
448,2025-07-30T02:34:40.920361,22.64,temperature,Building 17-Floor 4
449,2025-07-28T19:37:40.920365,36.88,temperature,Building 9-Floor 3
450,2025-07-30T10:24:40.920370,42.39,humidity,Building 9-Floor 5
451,2025-07-31T17:50:40.920374,943.6,pressure,Building 16-Floor 4
452,2025-08-01T21:53:40.920379,63.7,humidity,Building 5-Floor 2
453,2025-08-04T02:45:40.920383,28.62,humidity,Building 16-Floor 2
454,2025-08-04T13:43:40.920388,21.97,temperature,Building 11-Floor 4
455,2025-08-04T06:36:40.920392,36.44,temperature,Building 20-Floor 1
456,2025-07-30T23:36:40.920397,983.0,pressure,Building 3-Floor 4
457,2025-08-04T01:38:40.920401,65.55,humidity,Building 16-Floor 3
458,2025-07-29T03:23:40.920406,30.08,temperature,Building 12-Floor 1
459,2025-08-04T08:31:40.920410,38.25,temperature,Building 16-Floor 1
460,2025-07-31T01:53:40.920415,0.13,humidity,Building 18-Floor 5
461,2025-08-02T11:56:40.920420,1080.68,pressure,Building 14-Floor 3
462,2025-07-29T20:24:40.920424,35.46,temperature,Building 7-Floor 4
463,2025-08-01T16:09:40.920429,1092.04,pressure,Building 5-Floor 2
464,2025-07-29T09:22:40.920433,11.98,temperature,Building 5-Floor 4
465,2025-07-29T10:50:40.920438,7.82,humidity,Building 9-Floor 2
466,2025-08-04T16:41:40.920443,975.23,pressure,Building 10-Floor 1
467,2025-07-31T16:23:40.920447,999.2,pressure,Building 15-Floor 1
468,2025-08-04T07:47:40.920452,1064.96,pressure,Building 12-Floor 5
469,2025-07-29T18:33:40.920456,940.32,pressure,Building 16-Floor 1
470,2025-08-01T16:58:40.920461,1036.1,pressure,Building 19-Floor 5
471,2025-07-29T17:31:40.920465,30.09,temperature,Building 14-Floor 3
472,2025-07-30T17:23:40.920470,1020.11,pressure,Building 3-Floor 4
473,2025-08-03T05:40:40.920475,27.62,temperature,Building 6-Floor 3
474,2025-07-29T11:04:40.920479,18.01,temperature,Building 16-Floor 1
475,2025-07-29T03:09:40.920484,909.5,pressure,Building 2-Floor 3
476,2025-08-03T22:23:40.920489,1072.6,pressure,Building 5-Floor 5
477,2025-07-31T19:39:40.920493,951.28,pressure,Building 15-Floor 4
478,2025-07-31T03:29:40.920498,14.25,temperature,Building 13-Floor 2
479,2025-08-01T04:33:40.920503,4.93,humidity,Building 3-Floor 3
480,2025-07-30T13:27:40.920507,82.37,humidity,Building 8-Floor 5
481,2025-08-04T04:13:40.920512,928.08,pressure,Building 7-Floor 5
482,2025-08-01T16:00:40.920516,1006.99,pressure,Building 19-Floor 3
483,2025-07-31T15:48:40.920521,13.02,temperature,Building 5-Floor 2
484,2025-08-03T12:22:40.920525,978.57,pressure,Building 13-Floor 2
485,2025-07-30T10:59:40.920530,12.39,temperature,Building 10-Floor 4
486,2025-08-02T17:56:40.920547,12.74,temperature,Building 15-Floor 4
487,2025-08-02T03:18:40.920553,13.85,temperature,Building 1-Floor 4
488,2025-08-04T04:19:40.920557,1091.28,pressure,Building 19-Floor 5
489,2025-08-01T08:11:40.920562,11.73,temperature,Building 19-Floor 5
490,2025-07-30T23:20:40.920566,1077.4,pressure,Building 8-Floor 3
491,2025-07-29T22:33:40.920571,32.36,temperature,Building 20-Floor 1
492,2025-07-30T21:13:40.920575,995.48,pressure,Building 6-Floor 4
493,2025-07-31T17:13:40.920580,75.18,humidity,Building 16-Floor 2
494,2025-08-02T05:14:40.920584,47.22,humidity,Building 8-Floor 4
495,2025-08-01T21:46:40.920589,1034.05,pressure,Building 20-Floor 5
496,2025-07-29T07:33:40.920593,1056.54,pressure,Building 17-Floor 3
497,2025-07-30T17:48:40.920598,1093.93,pressure,Building 9-Floor 4
498,2025-08-02T00:12:40.920602,1030.02,pressure,Building 1-Floor 3
499,2025-08-03T18:31:40.920607,78.29,humidity,Building 4-Floor 5
500,2025-07-28T23:29:40.920611,974.54,pressure,Building 15-Floor 3
501,2025-07-30T00:55:40.920616,910.61,pressure,Building 3-Floor 1
502,2025-07-29T07:01:40.920620,1057.52,pressure,Building 20-Floor 2
503,2025-07-31T21:43:40.920625,35.99,temperature,Building 16-Floor 2
504,2025-08-04T16:46:40.920630,953.91,pressure,Building 16-Floor 2
505,2025-08-02T08:07:40.920634,1091.51,pressure,Building 3-Floor 4
506,2025-07-31T14:58:40.920639,89.37,humidity,Building 11-Floor 2
507,2025-07-29T13:01:40.920643,39.24,temperature,Building 1-Floor 2
508,2025-07-31T12:06:40.920648,947.01,pressure,Building 17-Floor 5
509,2025-07-29T19:50:40.920652,24.29,temperature,Building 9-Floor 1
510,2025-07-30T05:17:40.920657,44.21,humidity,Building 20-Floor 4
511,2025-08-02T17:48:40.920661,959.48,pressure,Building 3-Floor 3
512,2025-07-31T20:31:40.920666,29.84,humidity,Building 8-Floor 2
513,2025-08-03T00:03:40.920671,921.39,pressure,Building 17-Floor 3
514,2025-07-30T18:06:40.920675,916.76,pressure,Building 6-Floor 5
515,2025-08-04T17:17:40.920680,1091.54,pressure,Building 5-Floor 5
516,2025-08-03T04:25:40.920684,64.68,humidity,Building 11-Floor 1
517,2025-07-30T12:17:40.920689,26.56,temperature,Building 13-Floor 3
518,2025-07-29T08:31:40.920693,29.86,temperature,Building 13-Floor 5
519,2025-08-03T05:10:40.920698,28.19,temperature,Building 10-Floor 1
520,2025-08-03T11:33:40.920703,80.7,humidity,Building 8-Floor 1
521,2025-08-04T08:13:40.920707,18.44,humidity,Building 8-Floor 5
522,2025-07-29T15:40:40.920711,29.4,temperature,Building 12-Floor 3
523,2025-07-29T08:43:40.920716,76.76,humidity,Building 8-Floor 5
524,2025-08-04T11:16:40.920720,21.7,temperature,Building 6-Floor 4
525,2025-08-01T16:38:40.920725,15.14,humidity,Building 12-Floor 5
526,2025-08-03T00:29:40.920729,36.0,temperature,Building 4-Floor 4
527,2025-07-31T12:50:40.920734,36.36,humidity,Building 11-Floor 1
528,2025-07-31T21:33:40.920738,79.9,humidity,Building 4-Floor 4
529,2025-08-02T15:53:40.920743,928.07,pressure,Building 1-Floor 2
530,2025-08-04T10:06:40.920747,969.82,pressure,Building 15-Floor 5
531,2025-08-02T14:54:40.920752,14.02,temperature,Building 13-Floor 1
532,2025-08-04T05:12:40.920756,33.5,temperature,Building 10-Floor 3
533,2025-07-29T23:39:40.920761,12.03,temperature,Building 12-Floor 2
534,2025-08-03T17:17:40.920765,30.19,temperature,Building 6-Floor 5
535,2025-08-03T20:23:40.920769,908.15,pressure,Building 10-Floor 4
536,2025-07-31T05:24:40.920774,1032.13,pressure,Building 14-Floor 4
537,2025-07-30T12:15:40.920778,1098.22,pressure,Building 7-Floor 3
538,2025-07-28T19:48:40.920783,93.23,humidity,Building 8-Floor 2
539,2025-07-28T18:41:40.920788,940.61,pressure,Building 14-Floor 1
540,2025-08-01T19:24:40.920792,70.64,humidity,Building 4-Floor 3
541,2025-08-02T12:34:40.920797,13.68,temperature,Building 11-Floor 3
542,2025-08-01T22:00:40.920802,28.21,temperature,Building 3-Floor 5
543,2025-07-31T13:55:40.920806,30.6,temperature,Building 2-Floor 4
544,2025-08-03T11:52:40.920811,58.32,humidity,Building 15-Floor 3
545,2025-08-02T12:05:40.920815,23.35,temperature,Building 4-Floor 2
546,2025-08-04T06:10:40.920820,48.85,humidity,Building 5-Floor 5
547,2025-07-30T02:08:40.920824,960.99,pressure,Building 17-Floor 2
548,2025-08-01T01:47:40.920829,38.63,temperature,Building 5-Floor 4
549,2025-07-29T15:52:40.920833,15.07,temperature,Building 18-Floor 2
550,2025-07-30T01:50:40.920838,75.81,humidity,Building 13-Floor 2
551,2025-07-31T18:50:40.920842,14.61,temperature,Building 20-Floor 1
552,2025-08-01T10:59:40.920847,89.49,humidity,Building 7-Floor 5
553,2025-08-01T08:29:40.920851,25.06,humidity,Building 9-Floor 2
554,2025-07-30T18:05:40.920856,26.26,temperature,Building 10-Floor 2
555,2025-08-01T05:28:40.920860,29.74,temperature,Building 8-Floor 5
556,2025-07-30T18:16:40.920865,36.94,temperature,Building 10-Floor 2
557,2025-07-30T05:37:40.920869,1096.78,pressure,Building 5-Floor 3
558,2025-07-31T21:58:40.920874,43.7,humidity,Building 19-Floor 5
559,2025-07-30T02:58:40.920878,21.18,temperature,Building 5-Floor 3
560,2025-08-01T00:36:40.920883,1086.21,pressure,Building 5-Floor 4
561,2025-07-31T12:13:40.920887,43.76,humidity,Building 14-Floor 1
562,2025-07-31T01:18:40.920891,34.59,temperature,Building 7-Floor 1
563,2025-08-01T21:51:40.920896,1011.64,pressure,Building 12-Floor 1
564,2025-08-02T00:24:40.920901,1038.91,pressure,Building 6-Floor 3
565,2025-07-30T23:48:40.920905,82.01,humidity,Building 6-Floor 5
566,2025-08-02T11:05:40.920910,993.31,pressure,Building 10-Floor 1
567,2025-07-29T21:47:40.920914,35.63,temperature,Building 15-Floor 3
568,2025-08-01T04:22:40.920919,30.81,temperature,Building 17-Floor 4
569,2025-07-31T21:39:40.920923,9.17,humidity,Building 5-Floor 4
570,2025-08-01T03:45:40.920928,1094.58,pressure,Building 19-Floor 3
571,2025-08-01T19:17:40.920932,37.74,humidity,Building 12-Floor 2
572,2025-08-01T02:51:40.920937,991.77,pressure,Building 4-Floor 2
573,2025-07-29T23:58:40.920941,1042.33,pressure,Building 7-Floor 4
574,2025-08-03T11:15:40.920946,38.66,temperature,Building 20-Floor 3
575,2025-07-30T10:45:40.920951,36.81,temperature,Building 14-Floor 5
576,2025-08-01T06:05:40.920955,1034.09,pressure,Building 20-Floor 2
577,2025-07-29T23:15:40.920960,1070.85,pressure,Building 13-Floor 5
578,2025-08-03T19:08:40.920964,1037.43,pressure,Building 16-Floor 2
579,2025-07-30T15:08:40.920969,31.52,temperature,Building 7-Floor 1
580,2025-08-01T05:39:40.920974,989.09,pressure,Building 5-Floor 2
581,2025-07-30T04:06:40.920978,63.33,humidity,Building 2-Floor 3
582,2025-07-30T14:51:40.920983,12.25,temperature,Building 11-Floor 5
583,2025-08-03T23:30:40.920987,1084.77,pressure,Building 1-Floor 1
584,2025-07-30T14:04:40.920992,14.26,temperature,Building 20-Floor 4
585,2025-08-02T18:23:40.920996,30.82,humidity,Building 9-Floor 1
586,2025-08-03T03:04:40.921001,11.42,humidity,Building 20-Floor 5
587,2025-08-02T15:01:40.921005,18.14,humidity,Building 13-Floor 5
588,2025-08-03T18:32:40.921010,26.38,temperature,Building 11-Floor 2
589,2025-07-30T15:28:40.921014,926.26,pressure,Building 19-Floor 1
590,2025-08-04T10:36:40.921019,951.08,pressure,Building 4-Floor 4
591,2025-08-01T13:38:40.921023,989.05,pressure,Building 7-Floor 4
592,2025-08-02T06:47:40.921027,903.19,pressure,Building 5-Floor 2
593,2025-08-01T16:51:40.921032,25.55,temperature,Building 3-Floor 5
594,2025-08-02T17:31:40.921036,9.29,humidity,Building 11-Floor 4
595,2025-07-29T00:02:40.921041,15.66,temperature,Building 17-Floor 3
596,2025-07-28T21:56:40.921046,1096.52,pressure,Building 3-Floor 5
597,2025-08-01T02:37:40.921050,18.82,temperature,Building 19-Floor 5
598,2025-07-31T01:55:40.921055,21.46,temperature,Building 9-Floor 3
599,2025-08-01T15:34:40.921059,1089.07,pressure,Building 12-Floor 5
600,2025-07-30T21:55:40.921064,90.31,humidity,Building 4-Floor 2
601,2025-08-04T11:55:40.921069,77.03,humidity,Building 18-Floor 5
602,2025-07-30T17:02:40.921073,29.46,temperature,Building 3-Floor 5
603,2025-07-29T16:45:40.921077,35.57,temperature,Building 3-Floor 5
604,2025-08-02T19:39:40.921082,90.36,humidity,Building 15-Floor 3
605,2025-08-01T06:26:40.921087,949.55,pressure,Building 5-Floor 3
606,2025-08-03T09:19:40.921091,34.95,humidity,Building 10-Floor 4
607,2025-08-04T04:07:40.921105,8.55,humidity,Building 15-Floor 2
608,2025-08-01T02:27:40.921110,996.57,pressure,Building 5-Floor 5
609,2025-07-30T13:32:40.921115,15.28,temperature,Building 16-Floor 1
610,2025-08-03T13:16:40.921119,30.04,temperature,Building 19-Floor 3
611,2025-08-01T18:19:40.921124,14.31,temperature,Building 13-Floor 3
612,2025-07-29T21:40:40.921128,0.89,humidity,Building 6-Floor 5
613,2025-08-04T00:33:40.921133,13.13,temperature,Building 5-Floor 4
614,2025-08-01T03:49:40.921137,38.23,temperature,Building 18-Floor 5
615,2025-08-03T18:31:40.921142,97.84,humidity,Building 10-Floor 1
616,2025-08-01T05:55:40.921146,16.25,temperature,Building 2-Floor 3
617,2025-07-31T10:18:40.921151,18.38,temperature,Building 7-Floor 1
618,2025-08-02T11:29:40.921156,14.24,humidity,Building 1-Floor 3
619,2025-07-31T00:04:40.921160,23.18,temperature,Building 15-Floor 1
620,2025-07-31T18:17:40.921165,910.72,pressure,Building 18-Floor 2
621,2025-07-30T07:15:40.921169,34.46,humidity,Building 12-Floor 3
622,2025-07-30T17:01:40.921174,12.53,temperature,Building 8-Floor 2
623,2025-07-29T13:08:40.921178,1098.3,pressure,Building 11-Floor 2
624,2025-07-29T04:19:40.921183,927.63,pressure,Building 8-Floor 1
625,2025-08-03T19:32:40.921187,84.56,humidity,Building 12-Floor 5
626,2025-08-03T07:38:40.921192,961.37,pressure,Building 9-Floor 4
627,2025-08-03T03:20:40.921196,38.94,humidity,Building 7-Floor 1
628,2025-08-04T05:31:40.921201,7.85,humidity,Building 3-Floor 5
629,2025-07-29T18:19:40.921205,36.58,temperature,Building 2-Floor 5
630,2025-07-31T05:25:40.921209,17.21,temperature,Building 12-Floor 4
631,2025-07-29T04:42:40.921214,40.69,humidity,Building 11-Floor 4
632,2025-07-29T00:12:40.921219,31.34,temperature,Building 14-Floor 4
633,2025-08-03T20:36:40.921223,28.23,temperature,Building 19-Floor 1
634,2025-08-02T16:35:40.921227,55.47,humidity,Building 16-Floor 4
635,2025-07-31T18:15:40.921232,1027.6,pressure,Building 2-Floor 2
636,2025-07-31T03:14:40.921236,1018.92,pressure,Building 3-Floor 1
637,2025-08-03T04:27:40.921241,10.93,temperature,Building 1-Floor 3
638,2025-07-30T11:16:40.921246,88.84,humidity,Building 2-Floor 4
639,2025-08-04T04:34:40.921250,970.08,pressure,Building 17-Floor 3
640,2025-08-01T01:36:40.921255,12.94,humidity,Building 10-Floor 3
641,2025-07-30T16:14:40.921259,14.21,temperature,Building 15-Floor 4
642,2025-07-29T06:05:40.921263,53.78,humidity,Building 18-Floor 5
643,2025-08-04T16:39:40.921268,1003.31,pressure,Building 7-Floor 4
644,2025-08-04T00:23:40.921273,37.8,humidity,Building 19-Floor 1
645,2025-08-04T13:27:40.921277,11.7,temperature,Building 17-Floor 2
646,2025-08-04T07:00:40.921282,938.27,pressure,Building 5-Floor 4
647,2025-08-02T23:21:40.921286,13.12,temperature,Building 16-Floor 2
648,2025-08-01T08:37:40.921291,23.93,temperature,Building 5-Floor 3
649,2025-07-31T20:41:40.921295,21.23,humidity,Building 1-Floor 1
650,2025-07-30T00:51:40.921300,34.87,temperature,Building 1-Floor 4
651,2025-08-04T17:24:40.921304,30.82,temperature,Building 1-Floor 2
652,2025-08-01T05:36:40.921309,20.15,temperature,Building 16-Floor 1
653,2025-08-04T17:05:40.921313,9.93,humidity,Building 10-Floor 3
654,2025-08-02T23:25:40.921318,43.51,humidity,Building 18-Floor 5
655,2025-08-02T14:42:40.921322,1006.07,pressure,Building 9-Floor 4
656,2025-08-04T01:17:40.921327,83.47,humidity,Building 18-Floor 5
657,2025-08-02T04:42:40.921331,29.14,temperature,Building 19-Floor 1
658,2025-08-01T21:43:40.921336,1088.04,pressure,Building 13-Floor 1
659,2025-07-30T04:30:40.921340,53.98,humidity,Building 19-Floor 4
660,2025-08-01T11:38:40.921345,998.99,pressure,Building 11-Floor 1
661,2025-08-01T21:04:40.921350,25.04,humidity,Building 6-Floor 5
662,2025-07-29T16:37:40.921354,38.15,temperature,Building 16-Floor 3
663,2025-08-01T22:50:40.921358,94.31,humidity,Building 3-Floor 3
664,2025-07-29T16:56:40.921363,1019.37,pressure,Building 16-Floor 4
665,2025-07-31T15:31:40.921368,4.71,humidity,Building 19-Floor 1
666,2025-08-04T09:57:40.921372,22.7,temperature,Building 18-Floor 3
667,2025-07-29T20:50:40.921377,69.94,humidity,Building 13-Floor 4
668,2025-08-04T05:43:40.921381,1058.9,pressure,Building 10-Floor 3
669,2025-07-31T05:43:40.921386,1066.97,pressure,Building 7-Floor 1
670,2025-07-31T23:47:40.921390,44.35,humidity,Building 8-Floor 5
671,2025-08-01T15:01:40.921395,1021.56,pressure,Building 11-Floor 4
672,2025-07-29T02:40:40.921399,87.44,humidity,Building 3-Floor 1
673,2025-07-29T04:56:40.921404,908.06,pressure,Building 3-Floor 4
674,2025-07-30T09:42:40.921408,14.38,temperature,Building 7-Floor 5
675,2025-08-02T18:52:40.921413,15.64,temperature,Building 2-Floor 5
676,2025-08-02T17:29:40.921417,978.14,pressure,Building 15-Floor 5
677,2025-08-03T15:36:40.921422,29.63,temperature,Building 9-Floor 3
678,2025-08-01T22:27:40.921426,16.14,temperature,Building 1-Floor 4
679,2025-07-29T23:31:40.921431,34.82,temperature,Building 10-Floor 1
680,2025-07-29T21:08:40.921435,3.2,humidity,Building 20-Floor 5
681,2025-07-29T18:47:40.921440,980.72,pressure,Building 3-Floor 4
682,2025-08-04T14:45:40.921444,954.36,pressure,Building 18-Floor 2
683,2025-08-02T15:20:40.921449,1090.31,pressure,Building 5-Floor 2
684,2025-08-03T13:52:40.921454,52.85,humidity,Building 19-Floor 2
685,2025-07-30T08:43:40.921458,29.37,temperature,Building 11-Floor 3
686,2025-08-02T02:55:40.921463,1008.69,pressure,Building 10-Floor 2
687,2025-08-01T04:47:40.921467,18.23,temperature,Building 18-Floor 4
688,2025-07-30T20:04:40.921472,986.7,pressure,Building 2-Floor 3
689,2025-07-29T09:59:40.921476,932.93,pressure,Building 13-Floor 5
690,2025-07-30T00:07:40.921481,27.86,humidity,Building 5-Floor 5
691,2025-07-31T17:45:40.921485,1054.18,pressure,Building 17-Floor 4
692,2025-08-02T09:37:40.921490,20.59,humidity,Building 6-Floor 3
693,2025-08-04T06:06:40.921494,3.37,humidity,Building 17-Floor 1
694,2025-07-30T10:28:40.921499,76.84,humidity,Building 13-Floor 4
695,2025-08-02T23:08:40.921504,20.83,temperature,Building 7-Floor 1
696,2025-07-30T16:56:40.921508,19.63,temperature,Building 5-Floor 3
697,2025-07-30T13:30:40.921513,1041.5,pressure,Building 10-Floor 3
698,2025-07-28T20:31:40.921518,85.97,humidity,Building 19-Floor 1
699,2025-08-03T13:06:40.921522,17.38,humidity,Building 6-Floor 1
700,2025-07-31T06:04:40.921527,959.26,pressure,Building 9-Floor 5
701,2025-08-03T13:34:40.921531,35.34,temperature,Building 17-Floor 3
702,2025-07-30T01:48:40.921536,968.29,pressure,Building 15-Floor 2
703,2025-07-29T10:05:40.921540,19.59,humidity,Building 16-Floor 4
704,2025-07-31T01:39:40.921545,21.78,humidity,Building 20-Floor 1
705,2025-08-04T08:28:40.921549,11.56,temperature,Building 12-Floor 4
706,2025-07-29T06:46:40.921554,932.68,pressure,Building 19-Floor 4
707,2025-08-03T03:05:40.921558,1082.18,pressure,Building 10-Floor 5
708,2025-07-29T07:27:40.921563,986.05,pressure,Building 18-Floor 3
709,2025-08-02T04:52:40.921567,12.79,temperature,Building 4-Floor 5
710,2025-07-29T04:55:40.921572,33.72,temperature,Building 11-Floor 5
711,2025-08-02T02:17:40.921576,91.3,humidity,Building 9-Floor 5
712,2025-07-30T18:58:40.921581,34.44,humidity,Building 19-Floor 1
713,2025-07-31T19:26:40.921585,927.87,pressure,Building 13-Floor 5
714,2025-08-02T23:11:40.921590,26.08,temperature,Building 6-Floor 1
715,2025-07-31T01:30:40.921594,30.83,temperature,Building 10-Floor 4
716,2025-07-29T20:29:40.921599,940.82,pressure,Building 9-Floor 4
717,2025-08-03T16:48:40.921603,45.42,humidity,Building 15-Floor 5
718,2025-07-29T15:09:40.921608,10.52,temperature,Building 5-Floor 1
719,2025-08-01T20:21:40.921612,35.65,temperature,Building 14-Floor 4
720,2025-07-28T19:11:40.921617,6.9,humidity,Building 16-Floor 4
721,2025-08-03T00:19:40.921621,11.12,temperature,Building 17-Floor 2
722,2025-07-29T20:55:40.921625,17.24,humidity,Building 19-Floor 2
723,2025-07-30T14:21:40.921630,11.82,temperature,Building 19-Floor 4
724,2025-08-04T04:03:40.921634,1057.61,pressure,Building 20-Floor 2
725,2025-08-02T15:08:40.921639,31.25,temperature,Building 13-Floor 2
726,2025-07-28T21:43:40.921644,23.81,temperature,Building 7-Floor 4
727,2025-07-29T21:08:40.921648,968.04,pressure,Building 9-Floor 2
728,2025-08-02T04:02:40.921669,84.85,humidity,Building 6-Floor 4
729,2025-07-31T14:55:40.921675,95.66,humidity,Building 14-Floor 5
730,2025-08-01T20:36:40.921679,73.42,humidity,Building 1-Floor 2
731,2025-08-04T10:57:40.921684,998.33,pressure,Building 10-Floor 3
732,2025-07-29T08:17:40.921689,18.32,temperature,Building 20-Floor 2
733,2025-08-04T06:36:40.921693,28.56,temperature,Building 15-Floor 3
734,2025-07-28T20:26:40.921697,19.29,humidity,Building 2-Floor 5
735,2025-08-01T03:16:40.921701,31.93,temperature,Building 16-Floor 2
736,2025-07-29T00:49:40.921706,1082.74,pressure,Building 7-Floor 1
737,2025-07-31T10:45:40.921710,1034.78,pressure,Building 20-Floor 5
738,2025-08-03T18:30:40.921715,1090.44,pressure,Building 3-Floor 5
739,2025-08-02T12:42:40.921719,12.13,temperature,Building 11-Floor 2
740,2025-07-29T12:56:40.921723,27.31,temperature,Building 14-Floor 1
741,2025-07-30T05:07:40.921728,12.38,temperature,Building 20-Floor 3
742,2025-08-03T20:13:40.921732,3.23,humidity,Building 12-Floor 5
743,2025-08-04T08:51:40.921736,43.5,humidity,Building 5-Floor 1
744,2025-07-31T09:19:40.921741,20.46,temperature,Building 20-Floor 1
745,2025-08-01T13:04:40.921745,931.29,pressure,Building 19-Floor 3
746,2025-08-01T21:01:40.921750,1001.17,pressure,Building 3-Floor 1
747,2025-08-01T23:48:40.921754,6.42,humidity,Building 10-Floor 2
748,2025-08-02T15:31:40.921759,6.66,humidity,Building 5-Floor 2
749,2025-08-03T22:03:40.921763,10.73,temperature,Building 4-Floor 4
750,2025-07-31T07:28:40.921767,17.33,temperature,Building 15-Floor 3
751,2025-08-04T01:06:40.921772,71.61,humidity,Building 13-Floor 1
